Date,Time,Electricity,Steam,Water
2023-10-19,04:22,38,"1,072",0.33
2023-10-19,04:38,31,"1,026",0.7
2023-10-19,05:33,36,793,0.46
2023-10-19,06:20,43,"1,141",0.75
