Date,Time,Electricity,Steam,Water
2023-10-19,04:22,81,370,0.17
2023-10-19,04:38,74,433,0
2023-10-19,05:33,73,544,0
2023-10-19,06:20,99,686,0
2023-10-19,08:26,128,580,0.16
2023-10-19,08:55,149,567,0
