Date,Time,Electricity,Steam,Water
2023-10-19,04:22,,80,5.2
2023-10-19,04:38,,74,1.5
2023-10-19,05:33,,81,2
2023-10-19,06:20,,74,1.7
2023-10-19,08:26,,72,1.9
2023-10-19,08:55,,0,4.4
