Date,Time,Electricity,Steam,Water
2023-10-19,04:22,109,0,0
2023-10-19,04:38,113,206,0
2023-10-19,05:33,114,213,0
2023-10-19,06:20,176,94,0
2023-10-19,08:26,186,92,0
