Date,Time,Electricity,Steam,Water
2023-10-19,04:22,0.01,,1.1
2023-10-19,04:38,0.02,,1.1
2023-10-19,05:33,0.02,,1.1
2023-10-19,06:20,0.01,,1.1
2023-10-19,08:26,0.01,,2.8
2023-10-19,08:55,0.01,,11
