Date,Time,Electricity,Steam,Water
2023-10-19,04:22,239,152,1.1
2023-10-19,04:38,265,140,1.1
2023-10-19,05:33,261,269,1.1
2023-10-19,06:20,300,296,1.2
2023-10-19,08:26,292,265,1.1
