Date,Time,Electricity,Steam,Water
2023-10-19,04:22,105,542,2
2023-10-19,04:38,105,615,0
2023-10-19,05:33,109,557,0
2023-10-19,06:20,113,560,0
2023-10-19,08:26,115,428,0
