Date,Time,Electricity,Steam,Water
2023-10-19,04:22,,,2.3
2023-10-19,04:38,,,20
2023-10-19,05:33,,,2.3
2023-10-19,06:20,,,2.4
2023-10-19,08:26,,,3.5
