Date,Time,Electricity,Steam,Water
2023-10-19,04:22,65,0,0
2023-10-19,04:38,69,433,0
2023-10-19,05:33,75,0,0
2023-10-19,06:20,80,373,0
2023-10-19,08:26,85,720,0
