Date,Time,Electricity,Steam,Water
2023-10-19,04:22,260,218,2.9
2023-10-19,04:38,261,210,0
2023-10-19,05:33,296,217,0
2023-10-19,06:20,302,235,0
2023-10-19,08:26,244,190,0
