Date,Time,Electricity,Steam,Water
2023-10-19,04:22,41,288,
2023-10-19,04:38,30,283,
2023-10-19,05:33,38,0,
2023-10-19,06:20,32,309,
2023-10-19,08:26,31,0,
2023-10-19,08:55,38,256,
