Date,Time,Electricity,Steam,Water
2023-10-19,04:22,71,942,0.29
2023-10-19,04:38,73,752,0.1
2023-10-19,05:33,72,730,0
2023-10-19,06:20,106,728,0.21
2023-10-19,08:26,97,843,1.4
2023-10-19,08:55,86,952,0.48
