Date,Time,Electricity,Steam,Water
2023-10-19,04:22,57,0,0
2023-10-19,04:38,56,0,0
2023-10-19,05:33,80,577,0
2023-10-19,06:20,88,578,0
2023-10-19,08:26,134,656,0
