Date,Time,Electricity,Steam,Water
2023-10-19,04:22,31,,0.17
2023-10-19,04:38,26,,0.17
2023-10-19,05:33,29,,0.2
2023-10-19,06:20,28,,0.18
2023-10-19,08:26,29,,0.55
2023-10-19,08:55,29,,0.2
