Date,Time,Electricity,Steam,Water
2023-10-19,04:22,,0,-0.24
2023-10-19,04:38,,0,-0.32
2023-10-19,05:33,,0,-0.24
2023-10-19,06:20,,0,-0.32
2023-10-19,08:26,,0,0.43
2023-10-19,08:55,,369,-0.19
