Date,Time,Electricity,Steam,Water
2023-10-19,04:22,508,"2,455",4.7
2023-10-19,04:38,520,"2,306",1.3
2023-10-19,05:33,513,"2,780",0.74
2023-10-19,06:20,499,"2,764",1.5
2023-10-19,08:26,558,"2,276",15
