Date,Time,Electricity,Steam,Water
2023-10-19,04:22,87,,0
2023-10-19,04:38,91,,0
2023-10-19,05:33,144,,0
2023-10-19,06:20,171,,0
2023-10-19,08:26,210,,0.61
2023-10-19,08:55,219,,0
