Date,Time,Electricity,Steam,Water
2023-10-19,04:22,103,"1,283",0.42
2023-10-19,04:38,102,978,0.64
2023-10-19,05:33,101,"1,266",0.61
2023-10-19,06:20,191,"2,283",0.66
2023-10-19,08:26,101,"1,162",0.38
