Date,Time,Electricity,Steam,Water
2023-10-19,04:22,66,313,0
2023-10-19,04:38,65,303,0
2023-10-19,05:33,64,294,0
2023-10-19,06:20,64,293,0
2023-10-19,08:26,93,294,0
